Mode,Date,Price,Holding,Balance,Profit to Initial Balance
Hold Position Short,2022-05-15,30098.585938,0.0034457090383043475,106.87274414355281,0.0
Hold Position Short,2022-05-16,31304.375,0.0034457090383043475,106.87274414355281,0.0
Hold Position Short,2022-05-17,29862.408203,0.0034457090383043475,106.87274414355281,0.0
Hold Position Short,2022-05-18,30424.478516,0.0034457090383043475,106.87274414355281,0.0
Hold Position Closed,2022-05-19,28720.359375,0.0,98.9620018817865,-1.037998118213494
Long,2022-05-19,28720.359375,0.0034457090383043475,98.9620018817865,0.0
Take Profit Long,2022-05-20,30311.119141,0.0034457090383043475,104.4432971852636,4.443297185263603
Long,2022-05-21,29199.859375,0.003576842471874528,104.4432971852636,0.0
Take Profit Long,2022-05-22,29432.472656,0.003576842471874528,105.2753182482665,5.275318248266501
Short,2022-05-23,30309.396484,0.003473355805808941,105.2753182482665,0.0
Hold Position Short,2022-05-24,29101.125,0.003473355805808941,105.2753182482665,0.0
Hold Position Short,2022-05-25,29653.134766,0.003473355805808941,105.2753182482665,0.0
Hold Position Short,2022-05-26,29564.777344,0.003473355805808941,105.2753182482665,0.0
Hold Position Short,2022-05-27,29251.140625,0.003473355805808941,105.2753182482665,0.0
Hold Position Short,2022-05-28,28622.625,0.003473355805808941,105.2753182482665,0.0
Hold Position Short,2022-05-29,29019.867188,0.003473355805808941,105.2753182482665,0.0
Hold Position Short,2022-05-30,29443.365234,0.003473355805808941,105.2753182482665,0.0
Hold Position Closed,2022-05-31,31723.865234,0.0,100.36236500331869,0.36236500331868626
Long,2022-05-31,31723.865234,0.0031636234822910382,100.36236500331869,0.0
Hold Position Long,2022-06-01,31792.554688,0.0031636234822910382,100.36236500331869,0.0
Hold Position Long,2022-06-02,29794.890625,0.0031636234822910382,100.36236500331869,0.0
Hold Position Long,2022-06-03,30467.806641,0.0031636234822910382,100.36236500331869,0.0
Hold Position Long,2022-06-04,29706.138672,0.0031636234822910382,100.36236500331869,0.0
Hold Position Long,2022-06-05,29835.117188,0.0031636234822910382,100.36236500331869,0.0
Hold Position Long,2022-06-06,29910.283203,0.0031636234822910382,100.36236500331869,0.0
Hold Position Long,2022-06-07,31371.742188,0.0031636234822910382,100.36236500331869,0.0
Hold Position Closed,2022-06-08,31151.480469,0.0,98.55155511985905,-1.4484448801409542
Short,2022-06-08,31151.480469,0.0031636234822910382,98.55155511985905,0.0
Take Profit Short,2022-06-09,30215.279297,0.0031636234822910382,101.51334313174664,-4.410232892028546
Short,2022-06-10,30110.330078,0.0033713792864036715,101.51334313174664,0.0
Take Profit Short,2022-06-11,29084.666016,0.0033713792864036715,104.97124570518208,-1.94455944168881
Short,2022-06-12,28373.513672,0.0036996209534940843,104.97124570518208,0.0
Take Profit Short,2022-06-13,26737.578125,0.0036996209534940843,111.0235871334291,-1.0810957230649336
Short,2022-06-14,22487.986328,0.004937017726446793,111.0235871334291,0.0
Hold Position Short,2022-06-15,22196.730469,0.004937017726446793,111.0235871334291,0.0
Hold Position Short,2022-06-16,22576.304688,0.004937017726446793,111.0235871334291,0.0
Hold Position Short,2022-06-17,20385.71875,0.004937017726446793,111.0235871334291,0.0
Hold Position Short,2022-06-18,20473.425781,0.004937017726446793,111.0235871334291,0.0
Take Profit Short,2022-06-19,19010.902344,0.004937017726446793,128.19001239878133,-6.142838131923128
Long,2022-06-20,20553.371094,0.006236933679273807,128.19001239878133,0.0
Take Profit Long,2022-06-21,20594.294922,0.006236933679273807,128.44525159991935,28.445251599919345
Short,2022-06-22,20719.414063,0.006199270462444802,128.44525159991935,0.0
Hold Position Short,2022-06-23,19986.607422,0.006199270462444802,128.44525159991935,0.0
Hold Position Short,2022-06-24,21084.648438,0.006199270462444802,128.44525159991935,0.0
Hold Position Short,2022-06-25,21233.609375,0.006199270462444802,128.44525159991935,0.0
Hold Position Short,2022-06-26,21496.494141,0.006199270462444802,128.44525159991935,0.0
Hold Position Short,2022-06-27,21028.238281,0.006199270462444802,128.44525159991935,0.0
Hold Position Short,2022-06-28,20731.544922,0.006199270462444802,128.44525159991935,0.0
Hold Position Short,2022-06-29,20281.169922,0.006199270462444802,128.44525159991935,0.0
Hold Position Closed,2022-06-30,20108.3125,0.0,124.65686773085959,24.656867730859588
Short,2022-06-30,20108.3125,0.006199270462444802,124.65686773085959,0.0
Hold Position Short,2022-07-01,19820.470703,0.006199270462444802,124.65686773085959,0.0
Hold Position Short,2022-07-02,19274.835938,0.006199270462444802,124.65686773085959,0.0
Hold Position Short,2022-07-03,19242.095703,0.006199270462444802,124.65686773085959,0.0
Hold Position Short,2022-07-04,19297.314453,0.006199270462444802,124.65686773085959,0.0
Hold Position Short,2022-07-05,20225.353516,0.006199270462444802,124.65686773085959,0.0
Hold Position Short,2022-07-06,20194.619141,0.006199270462444802,124.65686773085959,0.0
Hold Position Short,2022-07-07,20547.814453,0.006199270462444802,124.65686773085959,0.0
Hold Position Closed,2022-07-08,21637.154297,0.0,115.17916393696646,15.17916393696646
Long,2022-07-08,21637.154297,0.005323212209700612,115.17916393696646,0.0
Take Profit Long,2022-07-09,21716.828125,0.005323212209700612,115.60328463096964,15.60328463096964
Short,2022-07-10,21591.080078,0.00535421499125291,115.60328463096964,0.0
Hold Position Short,2022-07-11,20856.353516,0.00535421499125291,115.60328463096964,0.0
Hold Position Short,2022-07-12,19970.474609,0.00535421499125291,115.60328463096964,0.0
Hold Position Short,2022-07-13,19325.972656,0.00535421499125291,115.60328463096964,0.0
Hold Position Short,2022-07-14,20211.466797,0.00535421499125291,115.60328463096964,0.0
Hold Position Short,2022-07-15,20573.15625,0.00535421499125291,115.60328463096964,0.0
Hold Position Short,2022-07-16,20834.103516,0.00535421499125291,115.60328463096964,0.0
